20335,15,1000341,FIB,"What is the missing number: 89, 86, ...,80, 77, 74",,,83,,,17,2,,,,,,,
20336,2,1000342,FIB,26+11=,,,37,,,18,1,,,,,,,
20337,3,1000343,FIB,55-14=,,,41,,,34,1,,,,,,,
20338,3,1000344,FIB,subtract 2 tens from 35 ones=,,,15,,,36,2,,,,,,,
20339,3,1000345,FIB,10 less than 77 is,,,67,,,37,2,,,,,,,
20340,21,1000346,FIB,write in words: 13,,,thirteen,,,34,2,,,,,,,
20341,21,1000347,FIB,write in words: 93,,,ninty three,,,35,2,,,,,,,
20342,20,1000348,O,"Arrange from smallest to greatest: 37,29,15,74",,,"15,29,37,74","37,29,15,74",,,1,,,,,,,
20343,3,1000349,FIB,73-3=….tens,,,7,,,38,2,,,,,,,
20344,26,1000350,MC,Which equation equals -10?,,,,,,19,3,,,,,,,
20345,15,1000351,MC,"Which of the four have the largest answer: 79-31, 42-2tens, 20 ones",,,,,,11,3,,,,,,,
20346,15,1000352,FIB,Sam has 7 stamps. Ken has 8 stamps. James has 10 stamps. 2 boys put their stamps into a stamp album. There are 17 stamps in the stamp album now. Which 2 boys put their stamps in the album?,,,"sam,james",,,12,3,,,,,,,
20347,15,1000353,FIB,Simon had 50 erasers. Elliot gave him 13 erasers. How many erasers does Simon have now?,,,63,,,13,3,,,,,,,
20348,15,1000354,FIB,Sammy had 32 eggs. She used 12 eggs to bake cookies with her mom. How many eggs does she have left?,cookies.jpg,cookies.jpg,20,,,14,3,,,,,,,
20349,15,1000355,FIB,wilfred has 30 stickers. Jane has 3 fewer stickers than wilfred. How many stickers does jake have?,,,27,,,15,3,,,,,,,
20350,15,1000356,FIB,Sarah has 37 pens. 6 of the pens are blue and the rest are yellow. How many of the pens are yellow?,,,31,,,16,3,,,,,,,
20351,15,1000357,FIB,Edward has 35 ballons and Sara has 24 ballons. sara has 10 more ballons than lenny. How many ballons does lenny have?,,,14,,,17,3,,,,,,,
20352,15,1000358,FIB,Peter has 35 ballons and sara has 24 ribbons. Carol has 10 more ribbons than lenny. How many more ribbons than does Peter have than Carol?,,,11,,,18,3,,,,,,,
20353,2,1000359,FIB,59+31=,,,90,,,19,1,,,,,,,
20354,3,1000360,FIB,63-23=,,,40,,,35,1,,,,,,,
20355,2,1000361,FIB,I am number between 20 and 30. if you add 6 to me the number will be 32. I am ...,,,26,,,26,3,,,,,,,
20356,3,1000362,FIB,6 less than 84 is….,,,78,,,36,1,,,,,,,
20357,15,1000363,FIB,"What is the missing number in this series: 23,21,19,…,15,13,11,9",,,17,,,16,1,,,,,,,
20358,1,1000364,MC,"choose the set with the smallest answer: 12+18, 54+17, 89-74",,,,,,44,2,,,,,,,
20359,2,1000365,MC,Which equation adds up to 62?,,,,,,21,2,,,,,,,
20360,2,1000366,MC,Which equation adds up to 86?,,,,,,22,2,,,,,,,
20361,20,1000367,MC,"From the following series of numbers: 25,42,15. Which has the smallest value?",,,,,,,2,,,,,,,
20362,20,1000368,MC,"From the following numbers: 90,42,62. Which is the largest value?",,,,,,,2,,,,,,,
20363,11,1000369,FIB,"Of the numbers listed, 25,80,50,13,62. Which is smaller than 62 but greater than 25?",,,50,,,25,3,,,,,,,
20364,11,1000370,FIB,Paul has 19 toys. James has 14 fewer toys. How many toys does John have?,,,5,,,23,2,,,,,,,
20365,11,1000371,FIB,Mrs Anwar gave out 2 stars for every 10 correct answers for a mathematics test. Amy had 40 questions correct in the test. How many stars did Mrs Anwar give Amy?,,,8,,,26,3,,,,,,,
20366,11,1000372,FIB,Ahmad has 22 marbles. Jane has 16 marbles. How many more marbles does ahmad have than jane?,,,6,,,,,,,,,,,
20367,11,1000373,FIB,Sulin had 19 stickers in album. She gave 8 stickers to her brother. How many stickers does she have now?,,,11,,,27,3,,,,,,,
20368,11,1000374,FIB,Farrah bought 12 mangoes. Ahmad bought 6 more mangoes than Farrah. How many mangoes did Ahmad buy?,,,18,,,28,3,,,,,,,
20369,13,1000375,FIB,Daniel wants to buy a pair of school shoes that costs $18. He has $7. how much more money does he need?,,,$11,,,11,3,,,,,,,
20370,13,1000376,FIB,Devi has 30$ left after paying for bar of choclate (65$). How much money did she have at first?,,,95$,,,12,3,,,,,,,
20371,21,1000377,FIB,write in words : 7,,,seven,,,36,2,,,,,,,
20372,11,1000378,FIB,1 more than 3 is,,,4,,,7,1,,,,,,,
20373,11,1000379,FIB,1 less than 5 is,,,4,,,8,1,,,,,,,
20374,15,1000380,MC,"What is the missing number: 7,….,9,10",,,,,,17,1,,,,,,,
20375,15,1000381,MC,"What is the missing number: 4,3,...,1",,,,,,18,1,,,,,,,
20376,2,1000382,FIB,3+9=…,,,12,,,20,1,,,,,,,
20377,2,1000383,FIB,…+0=6,,,6,,,21,1,,,,,,,
20378,3,1000384,FIB,9-5=…,,,4,,,37,1,,,,,,,
20379,3,1000385,FIB,10-…=4,,,6,,,38,1,,,,,,,
20380,11,1000386,FIB,"The greatest number from 56,72,88,64 is…",,,88,,,24,2,,,,,,,
20381,11,1000387,MC,"from 56,72,99, which number is greater than 60 but smaller than 74?",,,,,,25,2,,,,,,,
20382,15,1000388,FIB,what is 7 tens 18 ones?,,,88,,,19,1,,,,,,,
20383,15,1000389,FIB,34+52=8 tens….ones,,,6,,,20,1,,,,,,,
20384,21,1000390,FIB,write the number: forty-nine,,,49,,,37,2,,,,,,,
20385,21,1000391,FIB,write the number: seventy-five,,,75,,,38,2,,,,,,,
20386,21,1000392,FIB,write the number in words: 98,,,ninty eight,,,39,2,,,,,,,
20387,21,1000393,FIB,write the number in words: 52,,,fifty two,,,40,2,,,,,,,
20388,11,1000394,FIB,6 more than 82 is,,,88,,,9,1,,,,,,,
20389,11,1000395,FIB,3 less than 100 is,,,97,,,10,1,,,,,,,
20390,15,1000396,FIB,31 + 3 tens is,,,61,,,21,1,,,,,,,
20391,15,1000397,FIB,75+15 =…..tens,,,9,,,22,1,,,,,,,
20392,15,1000398,FIB,3 tens + 5 tens =…..,,,80,,,23,1,,,,,,,
20393,15,1000399,FIB,6 ones + 7 ones=….,,,13,,,24,1,,,,,,,
20394,2,1000400,FIB,paul has 35 blue marbles. Samuel has 17 green marbles. How many marbles do the two boys samuel have altogether?,,,52,,,27,3,,,,,,,
20395,2,1000401,FIB,Mr Lim had some apples. He sold 30 apples during the day. He had 44 apples left. How many papays did he have at first?,,,74,,,28,3,,,,,,,
20396,15,1000402,FIB,"Fill in the missing numbers: 21,…,25,…,29",,,"23,27",,,18,2,,,,,,,
20397,15,1000403,FIB,"Fill in the missing numbers: ...,34,…,32,…,30",,,"35,33,31",,,19,2,,,,,,,
20398,20,1000404,O,"arrange from greatest to smallest: 19,32,65,14,23",,,"65,32,23,19,14","19,32,65,14,23",,,2,,,,,,,
20399,2,1000405,FIB,8+6+10=…,,,24,,,22,1,,,,,,,
20400,2,1000406,FIB,14+…=25,,,11,,,23,1,,,,,,,
20401,2,1000407,FIB,23+16=,,,39,,,24,1,,,,,,,
20402,2,1000408,FIB,13+14=…,,,27,,,25,1,,,,,,,
20403,2,1000409,FIB,18+20=…,,,38,,,26,1,,,,,,,
20404,2,1000410,FIB,36+14=…,,,50,,,27,1,,,,,,,
20405,2,1000411,FIB,Sam has 24 marbles. John gas 9 more marbles than john. How many marbles does John have?,,,33,,,29,3,,,,,,,
20406,2,1000412,FIB,Tim had some toy cars. He gave 6 of his toy cars to his brother and 7 of his toy cars to his cousin. He had 11 toy cars left. How many Toy Cars did Tim have at first?,,,24,,,30,3,,,,,,,
20407,15,1000413,FIB,6 fours=…,,,24,,,20,2,,,,,,,
20408,15,1000414,FIB,How many fours are there in 20?,,,5,,,21,2,,,,,,,
20409,15,1000415,FIB,5 groups of 6=…,,,30,,,22,2,,,,,,,
20410,2,1000416,FIB,Sam has 9 ice cream sticks. He uses 3 sticks to form a triangle. How many triangles can he make with 9 sticks?,,,3,,,31,3,,,,,,,
20411,4,1000417,FIB,A square has 4 sides. How many sides do 9 squares have?,,,36,,,13,3,,,,,,,
20412,2,1000418,FIB,There are 3 vases. Mother puts 3 flowers in each vase. How many flowers are there altogether?,red_flower.jpg,red_flower.jpg,9,,,32,3,,,,,,,
20413,2,1000419,FIB,Dawn bought 8 cupcakes. There are 2 cherries on each cupcake. How many cherries were there altogether?,,,16,,,33,3,,,,,,,
20414,2,1000420,FIB,Henry bought 15 marbles to be shared equally among his 3 friends. How many marble did each friend receive?,,,5,,,34,3,,,,,,,
20415,2,1000421,FIB,"For every 4 books that peter buys, he recieves 1 free pens. Peter wants to buy 16 books. How many pens will he receive?",,,4,,,35,3,,,,,,,
20416,2,1000422,FIB,Sam is standing in front of Adam. Elsa is standding in between Adam and Hanna. Who is standing at the end of the line?,,,Hanna,,,36,3,,,,,,,
20417,3,1000423,FIB,49-14=…,,,35,,,39,2,,,,,,,
20418,2,1000424,FIB,72+15=…,,,87,,,23,2,,,,,,,
20419,15,1000425,MC,"Which is the greatest value: 67 ones, 6 tens 9 ones, 5 tens 15 ones",,,,,,19,3,,,,,,,
20420,41,1000426,FIB,Ang has 24 flowers. She places 6 flowers in each vase. How many vases does she need for all the flowers?,purple_flower.jpg,purple_flower.jpg,4,,,19,3,,,,,,,
20421,13,1000427,FIB,Sally had five $5 notes. How much money does she have?,,,$25,,,13,3,,,,,,,
20422,2,1000428,FIB,…+22=100,,,78,,,24,2,,,,,,,
20423,15,1000429,FIB,38 and 5 make ….ones and…tens,,,"3,4",,,23,2,,,,,,,
20424,3,1000430,FIB,May have 48 paper clips. Susan has 29 paper clips fewer than May. How many paper clips does Susan have?,,,19,,,43,3,,,,,,,
20425,11,1000431,FIB,Mary has 9 toy cars. Nick has 16 more toy cars than Mary. How many toy cars does Nick have?,,,25,,,29,3,,,,,,,
20426,41,1000432,FIB,Tan bought 18 lollipops. She placed them equally into 2 bags. How many lollipops are there in each bag?,,,9,,,20,3,,,,,,,
20427,2,1000433,FIB,"Tan gave 4 stickers each to Ann, Betty and Cathy. How many stickers did Tan give to the girls altogether?",,,12,,,37,3,,,,,,,
20428,13,1000434,FIB,A toy plane costs $25. Leo has $17. How much more money does Leo need to buy the toy plane?,,,$8,,,14,3,,,,,,,
20429,11,1000435,MC,"which is the greatest value: fifty-one, fifty-two, forty-five",,,,,,30,3,,,,,,,
20430,15,1000436,FIB,8 tens 3 ones has the same value as…,,,83,,,24,2,,,,,,,
20431,1,1000437,FIB,What number comes after 79?,,,80,,,47,3,,,,,,,
20432,1,1000438,FIB,What number is between 60 and 62?,,,61,,,48,3,,,,,,,
20433,15,1000439,FIB,What is the value of 3 Tens 11ones,,,41,,,25,2,,,,,,,
20434,2,1000440,FIB,What is the value of 53+14?,,,67,,,25,2,,,,,,,
20435,2,1000441,FIB,What is the value of 24+16?,,,40,,,26,2,,,,,,,
20436,2,1000442,FIB,What is the value of 52-8?,,,44,,,27,2,,,,,,,
20437,3,1000443,FIB,51-…=48,,,3,,,40,2,,,,,,,
20438,11,1000444,FIB,Josh is thinking of a 2 digit number. The digit in the ones place is 3 more than 4. The digit in the tens place is 1 less than 8. what is the number that Josh is thinking of?,,,77,,,31,3,,,,,,,
20439,11,1000445,FIB,Riz has 37 stickers. Gordon has 11 more stickers than Riz. How many stickers does Gordon have?,,,48,,,32,3,,,,,,,
20440,41,1000446,FIB,There are 21 pencils. Put them in 3 equally groups. There will be…pencils in each group.,coloring_pencils.PNG,coloring_pencils.PNG,7,,,21,3,,,,,,,
20441,15,1000447,FIB,3 fives=,,,15,,,26,2,,,,,,,
20442,41,1000448,FIB,Lim bought 6 cakes for her class party. There are 3 candles on each cake. How many candles are there altogether.,cake.jpg,cake.jpg,18,,,22,3,,,,,,,
20443,21,1000449,FIB,write 28 in words,,,Twenty eight,,,41,2,,,,,,,
20444,15,1000450,FIB,4 tens 8 ones =…,,,48,,,25,1,,,,,,,
20445,11,1000451,O,"Arrange the numbers from the greatest to the smallest: 51,93,25,72",,,"93,72,51,25","51,93,25,72",,26,2,,,,,,,
20446,11,1000452,FIB,…is 10 less than 46,,,36,,,27,2,,,,,,,
20447,15,1000453,FIB,"fill in the missing numbers: 83,…,87,89,…,93,95",,,"85,91",,,27,2,,,,,,,
20448,2,1000454,FIB,18+4=…,,,22,,,28,1,,,,,,,
20449,3,1000455,FIB,33-8=…,,,25,,,39,1,,,,,,,
20450,2,1000456,FIB,4+2+9=…,,,15,,,29,1,,,,,,,
20451,2,1000457,FIB,7+7+7=…,,,21,,,30,1,,,,,,,
20452,11,1000458,FIB,"Which number is smaller than 80 but greater than 45: 94, 66, 19, 40",,,66,,,28,2,,,,,,,
20453,2,1000459,FIB,"What is the greatest number formed using two of the following numbers: 7,2,8,5",,,87,,,28,2,,,,,,,
20454,11,1000460,FIB,"What is the smallest number formed using two of the following numbers: 2,1,8,5",,,12,,,29,2,,,,,,,
20455,2,1000461,FIB,Jack has 37 stamps. Betty has 21 stamps. How many stamps do they have altogether?,,,58,,,38,3,,,,,,,
20456,3,1000462,FIB,Felix has 74 marbles. He gives 47 marbles to a friend. How many marbles does he have left?,,,27,,,44,3,,,,,,,
20457,11,1000463,FIB,Yasmine has 45 stickers. Bala has 10 more stickers than Yasmine. How many stickers does Bala have?,,,55,,,33,3,,,,,,,
20458,13,1000464,FIB,A bag cost $48. A dress cost $32 more than the bag. How much did the dress cost?,dress.jpg,dress.jpg,$80,,,15,3,,,,,,,
20459,13,1000465,FIB,Ethan had $55. He spent $19 on a pair of shoes. How much money had he left?,,,$36,,,16,3,,,,,,,
20460,17,1000466,FIB,3 eights=3x…,,,8,,,66,2,,,,,,,
20461,17,1000467,FIB,8x3=…,,,24,,,67,2,,,,,,,
20462,2,1000468,FIB,2+2+2+2+2+2=…x2,,,6,,,29,2,,,,,,,
20463,41,1000469,FIB,4 children shared 12 cookies equally. How many cookies does each child get?,cookies.jpg,cookies.jpg,3,,,23,3,,,,,,,
20464,17,1000470,FIB,There are 4 muffins in each box. How many muffins are there in 3 such boxes altogether?,,,12,,,20,3,,,,,,,
20465,41,1000471,FIB,Jamal places 25 slices of cakes equally onto 5 plates. How many slices of cakes are on each plate?,,,5,,,24,3,,,,,,,
20466,2,1000472,FIB,…+9=10x2,,,11,,,30,2,,,,,,,
20467,41,1000473,FIB,Shirley buys 20 oranges. 4 of oranges were rotten and she threw them away. She then repacked the remaining oranges equally into 2 bags. How many oranges are there in each bag?,,,8,,,25,3,,,,,,,
20468,41,1000474,FIB,"Freddy has 6 story books and Uluma has 8 story books at first. If they decide to share the story books equally, how many story books will each of them get?",,,7,,,26,3,,,,,,,
20469,41,1000475,FIB,Rahim puts 6 cabbages into each bag. How many cabbages are there in 5 such bags?,cabbage.jpg,cabbage.jpg,30,,,27,3,,,,,,,
20470,2,1000476,FIB,Wendy has some balloons. She gives 4 balloons to each of her 7 friends. How many balloons does she give in all?,,,28,,,39,3,,,,,,,
20471,2,1000477,FIB,"Sui Yin has some balloons. She gives 3 balloons to each of her 7 friends. After giving away the ballons, Sui Yin still has 9 balloons left. How many balloons did she have at first?",,,30,,,40,3,,,,,,,
20472,2,1000478,FIB,Edward has 15 ice cream cones. He put all the ice cream cones into containers of 3. how many containers were there?,,,5,,,41,3,,,,,,,
20473,2,1000479,FIB,"Edward has 15 ice cream cones. He put all the ice cream cones into containers of 5. after that, his mother gave him another 6 more ice cream cones. If he put them into 7 containers equally, how many ice cream cones are there in each container now?",,,3,,,42,3,,,,,,,
20474,13,1000480,FIB,Mrs Lee went to the supermarket with $60 in her purse. She spent $38. how much money had she left?,,,$22,,,17,3,,,,,,,
20475,13,1000481,FIB,Pauline saves $67. She saves $15 less than her brother. How much did her brother save?,,,$82,,,18,3,,,,,,,
20476,13,1000482,FIB,Shafi bought a bag for $42 and a pair of shoes for $17. how much did he spend altogether?,,,$59,,,19,3,,,,,,,
20477,13,1000483,FIB,Shafi bought a bag for $42 and a pair of shoes for $17. After that he has $26. how much did he have at first?,,,$85,,,20,3,,,,,,,
20478,15,1000484,FIB,8 tens and 3 ones is…,,,83,,,28,2,,,,,,,
20479,2,1000485,FIB,9+8+5+4+1=….,,,27,,,31,1,,,,,,,
20480,3,1000486,FIB,76-36=…,,,40,,,40,1,,,,,,,
20481,2,1000487,FIB,John scored 41 points in a game. He scored 8 more points than Sam. How many points did Sam score?,,,33,,,43,3,,,,,,,
20482,15,1000488,FIB,51 is 4 tens less than….,,,91,,,26,1,,,,,,,
20483,15,1000489,FIB,"what is the missing number: 80, 65,..., 35, 20",,,50,,,27,1,,,,,,,
20484,2,1000490,FIB,"Old Mcdonald has a farm. In his farm, he has 4 pigs and some ducks. If the pigs and ducks have 28 feet altogether, how many ducks are there?",,,6,,,44,3,,,,,,,
20485,21,1000491,FIB,write the number in words: 32,,,Thirty two,,,42,2,,,,,,,
20486,21,1000492,FIB,write the number in words: 70,,,Seventy,,,43,2,,,,,,,
20487,2,1000493,FIB,the sum of 6 and 66 is…,,,72,,,32,1,,,,,,,
20488,11,1000494,FIB,Mother bought 63 apples and 28 oranges. How many more apples than oranges did she buy?,,,35,,,34,3,,,,,,,
20489,11,1000495,FIB,What number comes just before 80?,,,79,,,30,2,,,,,,,
20490,41,1000496,FIB,An oven can hold 3 trays. There are 12 cupcakes in each tray. How many cupcakes can the oven hold altogether?,,,36,,,28,3,,,,,,,
20491,11,1000497,FIB,I am a 2-digit number. I am greater than 75 but smaller than 90. Both my digits add up to 15. the smaller digit is in the tens place. What number am I?,,,78,,,35,3,,,,,,,
20492,11,1000498,FIB,"on the first day, Lee sold 4 erasers. Each day, she sold 2 more erasers than the day before. How many erasers would she sell on the fifth day?",,,12,,,36,3,,,,,,,
20493,41,1000499,FIB,Kaiting has 20 oranges. She shared the oranges with 5 friends. How many oranges did each of them get?,,,4,,,29,3,,,,,,,
20494,11,1000500,FIB,Pam and George went on a fishing trip. Pam caught 39 fish. George caught 14 more fish than Pam. How many fish did George catch?,,,53,,,37,3,,,,,,,
20495,41,1000501,FIB,Mother had some curry puffs. She gave 45 curry puffs to aunt Sue and 8 curry puffs to aunt May. She had 10 curry puffs left. How many curry puffs did she have at first?,,,63,,,30,3,,,,,,,
20496,2,1000502,FIB,Gerald buys carrots for his pet rabbit. There are 6 carrots in each bag. He buys 5 bags of carrots. How many carrots does Gerald buy in all?,,,30,,,45,3,,,,,,,
20497,3,1000503,FIB,"Gerald buys carrots for his pet rabbit. There are 4 carrots in each bag. He buys 5 bags of carrots. The rabbit eats 2 carrots aday. After 6 days, how many carrots does Gerald have left?",carrots.JPG,carrots.JPG,8,,,45,3,,,,,,,
20498,3,1000504,FIB,9-5=…,,,4,,,41,1,,,,,,,
20499,3,1000505,FIB,10-…=6,,,4,,,42,1,,,,,,,
20500,2,1000506,FIB,2+4=…,,,6,,,33,1,,,,,,,
20501,3,1000507,FIB,Jason buys 20 flowers. He puts 3 flowers in a vase. How many flowers are there outside the vase?,yellow_flower.jpg,yellow_flower.jpg,17,,,46,3,,,,,,,
20502,2,1000508,FIB,12+…=25,,,13,,,34,1,,,,,,,
20503,3,1000509,FIB,17-4=…,,,13,,,43,1,,,,,,,
20504,21,1000510,FIB,write the number 17 in words,,,seventeen,,,44,2,,,,,,,
20505,11,1000511,FIB,… is 1 more than 17,,,18,,,31,2,,,,,,,
20506,2,1000512,FIB,11+6=…,,,17,,,35,1,,,,,,,
20507,3,1000513,FIB,18-7=…,,,11,,,44,1,,,,,,,
20508,2,1000514,FIB,8+5=…,,,13,,,36,1,,,,,,,
20509,11,1000515,MC,"which number is the greatest: 14, 16, 9, 23",,,,,,32,2,,,,,,,
20510,11,1000516,O,"Arrange the numbers from the smallest to the greatest: 44, 7, 9, 13",,,"7,9,13,44","44,7,9,13",,33,2,,,,,,,
20511,3,1000517,FIB,Ali has 24 stickers. He gives 5 stickers to Susan. How many stickers does Ali have left?,,,19,,,47,3,,,,,,,
20512,11,1000518,O,"Arrange the numbers from the greatest to the smallest:36, 66,68,90",,,"90,68,66,36","36,66,68,90",,34,2,,,,,,,
20513,21,1000519,FIB,write the number in word: 95,,,ninty five,,,45,2,,,,,,,
20514,2,1000520,FIB,72+8=…,,,80,,,31,2,,,,,,,
20515,3,1000521,FIB,66-30=…,,,36,,,41,2,,,,,,,
20516,3,1000522,FIB,97-17=…,,,80,,,42,2,,,,,,,
20517,2,1000523,FIB,5+10+2=…,,,27,,,32,2,,,,,,,
20518,11,1000524,FIB,14 is…less than 19,,,5,,,11,1,,,,,,,
20519,15,1000525,FIB,"fill in the missing numbers: 85,...,81,…,77,75",,,"83,79",,,29,2,,,,,,,
20520,3,1000526,FIB,…-15=26,,,41,,,45,1,,,,,,,
20521,2,1000527,FIB,19+…=64,,,45,,,37,1,,,,,,,
20522,11,1000528,FIB,Ben has 58 books. Jack has 17 more than Ben. How many books does Jack have?,,,65,,,38,3,,,,,,,
20523,21,1000529,FIB,Write the given number in word : 19,,,ninteen,,,46,2,,,,,,,
20524,2,1000530,FIB,7+8=…,,,15,,,38,1,,,,,,,
20525,3,1000531,FIB,20-8=…,,,12,,,46,1,,,,,,,
20526,2,1000532,FIB,13+…=18,,,5,,,39,1,,,,,,,
20527,1,1000533,FIB,the number that comes just before 17 is…,,,16,,,45,2,,,,,,,
20528,11,1000534,FIB,17 is 3 less than…,,,20,,,35,2,,,,,,,
20529,15,1000535,FIB,"fill in the missing numbers: 20,18,…,14,...,10",,,"16,12",,,30,2,,,,,,,
20530,11,1000536,O,"Arrange numbers from greatest to smallest: 21,3,37,15,8",,,"37,21,15,8,3","21,3,37,15,8",,36,2,,,,,,,
20531,2,1000537,FIB,Mandy and Sally have 20 books. Mandy has 7 books. How many books does Sally have?,,,13,,,46,3,,,,,,,
20532,2,1000538,FIB,9+8+1=…,,,18,,,40,1,,,,,,,
20533,21,1000539,FIB,write number in word: 36,,,thirty six,,,16,3,,,,,,,
20534,11,1000540,O,"Arrange numbers from greatest to smallest: 73,24,15,52,28",,,"73,52,28,24,15","73,24,15,52,28",,37,2,,,,,,,
20535,15,1000541,FIB,"fill in the missing numbers: 50,...,46,44,…,40",,,"48,42",,,31,2,,,,,,,
20536,2,1000542,FIB,84+13=…,,,97,,,33,2,,,,,,,
20537,3,1000543,FIB,…-17=60,,,43,,,43,2,,,,,,,
20538,3,1000544,FIB,89-…=25,,,64,,,44,2,,,,,,,
20539,3,1000545,FIB,44-16=,,,28,,,45,2,,,,,,,
20540,11,1000546,FIB,Henry has 68 balls. Betty has 15 more balls than Robert. How many balls does Betty have?,,,83,,,39,3,,,,,,,
20541,13,1000547,FIB,Matt bought a shirt at $78. the watch cost $29 less than the shirt. How much did the watch cost?,,,49,,,21,3,,,,,,,
20542,11,1000548,FIB,Sophia has 3 bags. How many more bags must she buy so that she has 6 bags altogether?,,,3,,,40,3,,,,,,,
20543,2,1000549,FIB,There are 7 boys and 4 girls on a bus. How many children are there on the bus altogether?,,,11,,,47,3,,,,,,,
20544,3,1000550,FIB,Tony has some stones. He gives 4 stones to josh. He has 3 stones left. How many stones does he have at first?,,,7,,,48,3,,,,,,,
20545,21,1000551,FIB,write the number in words:6,,,six,,,47,2,,,,,,,
20546,21,1000552,FIB,write the number in words:9,,,nine,,,48,2,,,,,,,
20547,11,1000553,O,"Arrange from smallest: 10,1,4,0,7",,,"0,1,4,7,10","10,1,4,0,7",,12,1,,,,,,,
